path,file_id,sequence_id,participant_id,phrase
supplemental_landmarks/33432165.parquet,33432165,1535467051,251,coming up with killer sound bites
supplemental_landmarks/33432165.parquet,33432165,1535499058,239,we better investigate this
supplemental_landmarks/33432165.parquet,33432165,1535530550,245,interesting observation was made
supplemental_landmarks/33432165.parquet,33432165,1535545499,38,victims deserve more redress
supplemental_landmarks/33432165.parquet,33432165,1535585216,254,knee bone is connected to the thigh bone
supplemental_landmarks/33432165.parquet,33432165,1535608427,253,stability of the nation
supplemental_landmarks/33432165.parquet,33432165,1535623283,254,all work and no play
supplemental_landmarks/33432165.parquet,33432165,1535642174,121,did you have a good time
supplemental_landmarks/33432165.parquet,33432165,1535731745,54,you should visit to a doctor
supplemental_landmarks/33432165.parquet,33432165,1535832199,253,i cannot believe i ate the whole thing
supplemental_landmarks/33432165.parquet,33432165,1535870324,13,the dow jones index has risen
supplemental_landmarks/33432165.parquet,33432165,1536048422,166,bring the offenders to justice
supplemental_landmarks/33432165.parquet,33432165,1536138150,121,no more war no more bloodshed
supplemental_landmarks/33432165.parquet,33432165,1536201986,107,rapidly running short on words
supplemental_landmarks/33432165.parquet,33432165,1536229686,227,sign the withdrawal slip
supplemental_landmarks/33432165.parquet,33432165,1536236865,9,head shoulders knees and toes
supplemental_landmarks/33432165.parquet,33432165,1536365434,161,salesmen must make their monthly quota
supplemental_landmarks/33432165.parquet,33432165,1536389571,158,if you were not so stupid
supplemental_landmarks/33432165.parquet,33432165,1536504329,112,elephants are afraid of mice
supplemental_landmarks/33432165.parquet,33432165,1536526188,2,we are subjects and must obey
supplemental_landmarks/33432165.parquet,33432165,1536591298,2,tickets are very expensive
supplemental_landmarks/33432165.parquet,33432165,1536599740,117,one heck of a question
supplemental_landmarks/33432165.parquet,33432165,1536660059,0,the minimum amount of time
supplemental_landmarks/33432165.parquet,33432165,1536718083,216,apartments are too expensive
supplemental_landmarks/33432165.parquet,33432165,1536726376,38,very reluctant to enter
supplemental_landmarks/33432165.parquet,33432165,1536750016,38,it is difficult to concentrate
supplemental_landmarks/33432165.parquet,33432165,1536752635,223,a subject one can really enjoy
supplemental_landmarks/33432165.parquet,33432165,1536760699,148,medieval times were very hard
supplemental_landmarks/33432165.parquet,33432165,1536829588,175,prevailing wind from the east
supplemental_landmarks/33432165.parquet,33432165,1536845391,112,please keep this confidential
supplemental_landmarks/33432165.parquet,33432165,1536870962,31,pay off a mortgage for a house
supplemental_landmarks/33432165.parquet,33432165,1536875201,73,prayer in schools offends some
supplemental_landmarks/33432165.parquet,33432165,1536891436,89,frequently asked questions
supplemental_landmarks/33432165.parquet,33432165,1536930565,213,the dog buried the bone
supplemental_landmarks/33432165.parquet,33432165,1536938929,9,a feeling of complete exasperation
supplemental_landmarks/33432165.parquet,33432165,1536952192,2,gamblers eventually lose their shirts
supplemental_landmarks/33432165.parquet,33432165,1536956116,239,please follow the guidelines
supplemental_landmarks/33432165.parquet,33432165,1536970669,31,you should visit to a doctor
supplemental_landmarks/33432165.parquet,33432165,1537050769,251,reading week is just about here
supplemental_landmarks/33432165.parquet,33432165,1537056050,2,our fax number has changed
supplemental_landmarks/33432165.parquet,33432165,1537117127,122,granite is the hardest of all rocks
supplemental_landmarks/33432165.parquet,33432165,1537340388,31,six daughters and seven sons
supplemental_landmarks/33432165.parquet,33432165,1537403819,219,the fax machine is broken
supplemental_landmarks/33432165.parquet,33432165,1537411957,207,you must make an appointment
supplemental_landmarks/33432165.parquet,33432165,1537425741,239,elections bring out the best
supplemental_landmarks/33432165.parquet,33432165,1537449344,141,a rattle snake is very poisonous
supplemental_landmarks/33432165.parquet,33432165,1537454137,195,yes you are very smart
supplemental_landmarks/33432165.parquet,33432165,1537475695,6,information super highway
supplemental_landmarks/33432165.parquet,33432165,1537498375,20,the fax machine is broken
supplemental_landmarks/33432165.parquet,33432165,1537536401,135,a very traditional way to dress
supplemental_landmarks/33432165.parquet,33432165,1537539099,242,the early bird gets the worm
supplemental_landmarks/33432165.parquet,33432165,1537545532,2,i cannot believe i ate the whole thing
supplemental_landmarks/33432165.parquet,33432165,1537627150,245,important news always seems to be late
supplemental_landmarks/33432165.parquet,33432165,1537629721,27,if diplomacy does not work
supplemental_landmarks/33432165.parquet,33432165,1537815780,26,the force is with you
supplemental_landmarks/33432165.parquet,33432165,1537897888,6,mary had a little lamb
supplemental_landmarks/33432165.parquet,33432165,1537928909,216,you have my sympathy
supplemental_landmarks/33432165.parquet,33432165,1537938749,240,sad to hear that news
supplemental_landmarks/33432165.parquet,33432165,1537969565,227,burglars never leave their business card
supplemental_landmarks/33432165.parquet,33432165,1538007409,141,do a good deed to someone
supplemental_landmarks/33432165.parquet,33432165,1538025552,175,every saturday he folds the laundry
supplemental_landmarks/33432165.parquet,33432165,1538093551,242,the food at this restaurant
supplemental_landmarks/33432165.parquet,33432165,1538192390,219,correct your diction immediately
supplemental_landmarks/33432165.parquet,33432165,1538292422,128,get rid of that immediately
supplemental_landmarks/33432165.parquet,33432165,1538295268,99,our fax number has changed
supplemental_landmarks/33432165.parquet,33432165,1538302225,54,i can still feel your presence
supplemental_landmarks/33432165.parquet,33432165,1538433677,47,only an idiot would lie in court
supplemental_landmarks/33432165.parquet,33432165,1538438874,241,the insulation is not working
supplemental_landmarks/33432165.parquet,33432165,1538474478,141,your etiquette needs some work
supplemental_landmarks/33432165.parquet,33432165,1538488239,38,effort is what it will take
supplemental_landmarks/33432165.parquet,33432165,1538595472,53,neither a borrower nor a lender be
supplemental_landmarks/33432165.parquet,33432165,1538607671,22,just like it says on the can
supplemental_landmarks/33432165.parquet,33432165,1538649816,148,only an idiot would lie in court
supplemental_landmarks/33432165.parquet,33432165,1538766328,113,prepare for the exam in advance
supplemental_landmarks/33432165.parquet,33432165,1538774153,111,rejection letters are discouraging
supplemental_landmarks/33432165.parquet,33432165,1538811366,158,for your information only
supplemental_landmarks/33432165.parquet,33432165,1538821156,223,exceed the maximum speed limit
supplemental_landmarks/33432165.parquet,33432165,1538935709,254,gas bills are sent monthly
supplemental_landmarks/33432165.parquet,33432165,1538955303,26,every saturday he folds the laundry
supplemental_landmarks/33432165.parquet,33432165,1538981342,242,try to enjoy your maternity leave
supplemental_landmarks/33432165.parquet,33432165,1539058149,9,that referendum asked a silly question
supplemental_landmarks/33432165.parquet,33432165,1539082448,216,world population is growing
supplemental_landmarks/33432165.parquet,33432165,1539116659,9,get rid of that immediately
supplemental_landmarks/33432165.parquet,33432165,1539233014,219,batman wears a cape
supplemental_landmarks/33432165.parquet,33432165,1539249853,20,did you have a good time
supplemental_landmarks/33432165.parquet,33432165,1539368841,93,do you like to shop on sunday
supplemental_landmarks/33432165.parquet,33432165,1539380945,217,meet tomorrow in the lavatory
supplemental_landmarks/33432165.parquet,33432165,1539381106,31,the early bird gets the worm
supplemental_landmarks/33432165.parquet,33432165,1539420697,31,the fax machine is broken
supplemental_landmarks/33432165.parquet,33432165,1539421415,135,presidents drive expensive cars
supplemental_landmarks/33432165.parquet,33432165,1539472479,15,i do not care if you do that
supplemental_landmarks/33432165.parquet,33432165,1539526065,111,a picture is worth many words
supplemental_landmarks/33432165.parquet,33432165,1539543357,54,the minimum amount of time
supplemental_landmarks/33432165.parquet,33432165,1539563928,89,he underwent triple bypass surgery
supplemental_landmarks/33432165.parquet,33432165,1539564605,239,the chamber makes important decisions
supplemental_landmarks/33432165.parquet,33432165,1539594294,245,in sharp contrast to your words
supplemental_landmarks/33432165.parquet,33432165,1539598506,112,put garbage in an abandoned mine
supplemental_landmarks/33432165.parquet,33432165,1539630751,213,file all complaints in writing
supplemental_landmarks/33432165.parquet,33432165,1539647391,158,accompanied by an adult
supplemental_landmarks/33432165.parquet,33432165,1539671313,227,very reluctant to enter
supplemental_landmarks/33432165.parquet,33432165,1539722148,254,be persistent to win a strike
supplemental_landmarks/33432165.parquet,33432165,1539741865,196,this equation is too complicated
supplemental_landmarks/33432165.parquet,33432165,1539742572,254,the high waves will swamp us
supplemental_landmarks/33432165.parquet,33432165,1539796595,2,an excellent way to communicate
supplemental_landmarks/33432165.parquet,33432165,1539824946,128,my fingers are very cold
supplemental_landmarks/33432165.parquet,33432165,1539872701,6,the king sends you to the tower
supplemental_landmarks/33432165.parquet,33432165,1539959569,137,only an idiot would lie in court
supplemental_landmarks/33432165.parquet,33432165,1539967810,240,make up a few more phrases
supplemental_landmarks/33432165.parquet,33432165,1540029804,141,a feeling of complete exasperation
supplemental_landmarks/33432165.parquet,33432165,1540075216,89,keep receipts for all your expenses
supplemental_landmarks/33432165.parquet,33432165,1540107751,54,i watched blazing saddles
supplemental_landmarks/33432165.parquet,33432165,1540126356,137,we must redouble our efforts
supplemental_landmarks/33432165.parquet,33432165,1540164011,245,i want to hold your hand
supplemental_landmarks/33432165.parquet,33432165,1540191769,0,frequently asked questions
supplemental_landmarks/33432165.parquet,33432165,1540193516,2,an offer you cannot refuse
supplemental_landmarks/33432165.parquet,33432165,1540202743,227,luckily my wallet was found
supplemental_landmarks/33432165.parquet,33432165,1540218667,246,rejection letters are discouraging
supplemental_landmarks/33432165.parquet,33432165,1540227259,242,raindrops keep falling on my head
supplemental_landmarks/33432165.parquet,33432165,1540348198,253,the acceptance speech was boring
supplemental_landmarks/33432165.parquet,33432165,1540349700,253,prevailing wind from the east
supplemental_landmarks/33432165.parquet,33432165,1540362418,112,get aboard the ship is leaving
supplemental_landmarks/33432165.parquet,33432165,1540404364,38,be persistent to win a strike
supplemental_landmarks/33432165.parquet,33432165,1540416468,196,six daughters and seven sons
supplemental_landmarks/33432165.parquet,33432165,1540460521,158,i watched blazing saddles
supplemental_landmarks/33432165.parquet,33432165,1540505030,112,but the levee was dry
supplemental_landmarks/33432165.parquet,33432165,1540780191,128,exercise is good for the mind
supplemental_landmarks/33432165.parquet,33432165,1540806324,166,is there any indication of this
supplemental_landmarks/33432165.parquet,33432165,1540818023,242,movie about a nutty professor
supplemental_landmarks/33432165.parquet,33432165,1540844587,221,question that must be answered
supplemental_landmarks/33432165.parquet,33432165,1540846589,217,we must redouble our efforts
supplemental_landmarks/33432165.parquet,33432165,1540850066,107,if at first you do not succeed
supplemental_landmarks/33432165.parquet,33432165,1540874591,188,always cover all the bases
supplemental_landmarks/33432165.parquet,33432165,1540899719,33,you must be getting old
supplemental_landmarks/33432165.parquet,33432165,1541027502,89,this mission statement is baloney
supplemental_landmarks/33432165.parquet,33432165,1541041884,188,if at first you do not succeed
supplemental_landmarks/33432165.parquet,33432165,1541058187,26,the algorithm is too complicated
supplemental_landmarks/33432165.parquet,33432165,1541059639,53,flashing red light means stop
supplemental_landmarks/33432165.parquet,33432165,1541075280,38,prescription drugs require a note
supplemental_landmarks/33432165.parquet,33432165,1541116602,31,prayer in schools offends some
supplemental_landmarks/33432165.parquet,33432165,1541131305,109,learn to walk before you run
supplemental_landmarks/33432165.parquet,33432165,1541208284,121,that referendum asked a silly question
supplemental_landmarks/33432165.parquet,33432165,1541260689,121,canada has ten provinces
supplemental_landmarks/33432165.parquet,33432165,1541307659,107,look in the syllabus for the course
supplemental_landmarks/33432165.parquet,33432165,1541367524,0,for your information only
supplemental_landmarks/33432165.parquet,33432165,1541433901,33,interactions between men and women
supplemental_landmarks/33432165.parquet,33432165,1541474482,195,nobody cares anymore
supplemental_landmarks/33432165.parquet,33432165,1541487758,213,please try to be home before midnight
supplemental_landmarks/33432165.parquet,33432165,1541522679,15,batman wears a cape
supplemental_landmarks/33432165.parquet,33432165,1541624168,27,be home before midnight
supplemental_landmarks/33432165.parquet,33432165,1541643601,54,the aspirations of a nation
supplemental_landmarks/33432165.parquet,33432165,1541654468,95,this system of taxation
supplemental_landmarks/33432165.parquet,33432165,1541673031,223,a picture is worth many words
supplemental_landmarks/33432165.parquet,33432165,1541706979,216,the price of gas is high
supplemental_landmarks/33432165.parquet,33432165,1541860137,158,if diplomacy does not work
supplemental_landmarks/33432165.parquet,33432165,1541915251,89,the trains are always late
supplemental_landmarks/33432165.parquet,33432165,1541926009,227,suburbs are sprawling up everywhere
